class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,phases
Highly sparse,bp_600,822,4172,0.6174483930357978,16464,16464,16464,16464,0.0,,0.06900000000007367,0.17099999999993543,0.051000000000044565,0.6870000000000118,0.29100000000005366,1.146,,,,,1.288,17.172,2.301,,"{('cu', 'start'): 528.553, ('cu', 'h2dmalloc'): 528.616, ('cu', 'h2d'): 528.631, ('cu', 'workest'): 528.7, ('cu', 'compute'): 528.871, ('cu', 'copy'): 528.922, ('cu', 'pack'): 528.937, ('cu', 'd2h'): 529.624, ('gust', 'start'): 529.963, ('gust', 'h2d'): 530.036, ('gust', 'count'): 530.069, ('gust', 'scan'): 530.107, ('gust', 'expand'): 530.151, ('gust', 'sort'): 530.266, ('gust', 'reduce'): 530.305, ('gust', 'final'): 530.356, ('gust', 'pack'): 530.37, ('gust', 'd2h'): 531.135, ('merge', 'start'): 531.632, ('merge', 'h2d'): 531.725, ('merge', 'count'): 531.761, ('merge', 'scan'): 531.805, ('merge', 'expand'): 532.053, ('merge', 'merge'): 547.788, ('merge', 'final'): 547.845, ('merge', 'compact'): 547.872, ('merge', 'pack'): 547.893, ('merge', 'd2h'): 548.69, ('mrg2', 'start'): 549.09, ('mrg2', 'h2d'): 549.18, ('mrg2', 'count'): 549.218, ('mrg2', 'scan'): 549.26, ('mrg2', 'merge'): 550.434, ('mrg2', 'final'): 550.474, ('mrg2', 'compact'): 550.5, ('mrg2', 'pack'): 550.52, ('mrg2', 'd2h'): 551.284}"
Highly sparse,bp_400,822,4028,0.596136655596403,15238,15238,15238,15238,0.0,,0.06299999999998818,0.16400000000010095,0.04899999999997817,0.6730000000000018,0.2760000000000673,1.113,,,,,1.143,15.883,2.154,,"{('cu', 'start'): 522.874, ('cu', 'h2dmalloc'): 522.936, ('cu', 'h2d'): 522.949, ('cu', 'workest'): 523.012, ('cu', 'compute'): 523.176, ('cu', 'copy'): 523.225, ('cu', 'pack'): 523.24, ('cu', 'd2h'): 523.913, ('gust', 'start'): 524.242, ('gust', 'h2d'): 524.314, ('gust', 'count'): 524.346, ('gust', 'scan'): 524.384, ('gust', 'expand'): 524.427, ('gust', 'sort'): 524.541, ('gust', 'reduce'): 524.58, ('gust', 'final'): 524.632, ('gust', 'pack'): 524.646, ('gust', 'd2h'): 525.297, ('merge', 'start'): 525.639, ('merge', 'h2d'): 525.711, ('merge', 'count'): 525.743, ('merge', 'scan'): 525.779, ('merge', 'expand'): 525.988, ('merge', 'merge'): 540.61, ('merge', 'final'): 540.654, ('merge', 'compact'): 540.675, ('merge', 'pack'): 540.691, ('merge', 'd2h'): 541.428, ('mrg2', 'start'): 541.789, ('mrg2', 'h2d'): 541.871, ('mrg2', 'count'): 541.903, ('mrg2', 'scan'): 541.939, ('mrg2', 'merge'): 543.051, ('mrg2', 'final'): 543.082, ('mrg2', 'compact'): 543.104, ('mrg2', 'pack'): 543.119, ('mrg2', 'd2h'): 543.814}"
Highly sparse,662_bus,662,2474,0.5645256980129791,6480,6480,6480,6480,0.0,,0.06200000000001182,0.14400000000000546,0.04599999999999227,0.7849999999999682,0.25200000000000955,1.189,,,,,1.242,1.141,1.081,,"{('cu', 'start'): 495.956, ('cu', 'h2dmalloc'): 496.016, ('cu', 'h2d'): 496.029, ('cu', 'workest'): 496.091, ('cu', 'compute'): 496.235, ('cu', 'copy'): 496.281, ('cu', 'pack'): 496.295, ('cu', 'd2h'): 497.08, ('gust', 'start'): 497.395, ('gust', 'h2d'): 497.471, ('gust', 'count'): 497.493, ('gust', 'scan'): 497.53, ('gust', 'expand'): 497.549, ('gust', 'sort'): 497.661, ('gust', 'reduce'): 497.7, ('gust', 'final'): 497.748, ('gust', 'pack'): 497.761, ('gust', 'd2h'): 498.555, ('merge', 'start'): 498.887, ('merge', 'h2d'): 498.96, ('merge', 'count'): 498.981, ('merge', 'scan'): 499.018, ('merge', 'expand'): 499.043, ('merge', 'merge'): 499.096, ('merge', 'final'): 499.129, ('merge', 'compact'): 499.152, ('merge', 'pack'): 499.166, ('merge', 'd2h'): 499.948, ('mrg2', 'start'): 500.276, ('mrg2', 'h2d'): 500.345, ('mrg2', 'count'): 500.367, ('mrg2', 'scan'): 500.403, ('mrg2', 'merge'): 500.438, ('mrg2', 'final'): 500.468, ('mrg2', 'compact'): 500.488, ('mrg2', 'pack'): 500.502, ('mrg2', 'd2h'): 501.278}"
Highly sparse,bp_200,822,3802,0.5626890676706863,13197,13197,13197,13197,0.0,,0.07100000000002638,0.16899999999998272,0.051000000000044565,0.84699999999998,0.29100000000005366,1.338,,,,,1.619,15.222,2.564,,"{('cu', 'start'): 562.27, ('cu', 'h2dmalloc'): 562.339, ('cu', 'h2d'): 562.357, ('cu', 'workest'): 562.428, ('cu', 'compute'): 562.597, ('cu', 'copy'): 562.648, ('cu', 'pack'): 562.664, ('cu', 'd2h'): 563.511, ('gust', 'start'): 564.002, ('gust', 'h2d'): 564.114, ('gust', 'count'): 564.154, ('gust', 'scan'): 564.204, ('gust', 'expand'): 564.252, ('gust', 'sort'): 564.377, ('gust', 'reduce'): 564.427, ('gust', 'final'): 564.489, ('gust', 'pack'): 564.51, ('gust', 'd2h'): 565.495, ('merge', 'start'): 566.01, ('merge', 'h2d'): 566.12, ('merge', 'count'): 566.16, ('merge', 'scan'): 566.211, ('merge', 'expand'): 566.405, ('merge', 'merge'): 579.717, ('merge', 'final'): 579.856, ('merge', 'compact'): 579.888, ('merge', 'pack'): 579.915, ('merge', 'd2h'): 581.077, ('mrg2', 'start'): 581.645, ('mrg2', 'h2d'): 581.776, ('mrg2', 'count'): 581.821, ('mrg2', 'scan'): 581.874, ('mrg2', 'merge'): 582.831, ('mrg2', 'final'): 582.892, ('mrg2', 'compact'): 582.925, ('mrg2', 'pack'): 582.949, ('mrg2', 'd2h'): 584.055}"
Highly sparse,bcsstm13,2003,21943,0.5469329704893483,90811,90811,90811,90811,0.0,,0.07799999999997453,0.35199999999997544,0.053999999999973625,1.0950000000000273,0.4839999999999236,1.765,,,,,2.18,3.857,1.857,,"{('cu', 'start'): 525.776, ('cu', 'h2dmalloc'): 525.839, ('cu', 'h2d'): 525.874, ('cu', 'workest'): 525.952, ('cu', 'compute'): 526.304, ('cu', 'copy'): 526.358, ('cu', 'pack'): 526.374, ('cu', 'd2h'): 527.469, ('gust', 'start'): 527.813, ('gust', 'h2d'): 527.911, ('gust', 'count'): 527.939, ('gust', 'scan'): 527.982, ('gust', 'expand'): 528.184, ('gust', 'sort'): 528.488, ('gust', 'reduce'): 528.647, ('gust', 'final'): 528.892, ('gust', 'pack'): 528.91, ('gust', 'd2h'): 529.901, ('merge', 'start'): 530.262, ('merge', 'h2d'): 530.362, ('merge', 'count'): 530.39, ('merge', 'scan'): 530.43, ('merge', 'expand'): 530.868, ('merge', 'merge'): 532.72, ('merge', 'final'): 532.862, ('merge', 'compact'): 532.972, ('merge', 'pack'): 532.99, ('merge', 'd2h'): 534.028, ('mrg2', 'start'): 534.396, ('mrg2', 'h2d'): 534.5, ('mrg2', 'count'): 534.528, ('mrg2', 'scan'): 534.568, ('mrg2', 'merge'): 534.993, ('mrg2', 'final'): 535.035, ('mrg2', 'compact'): 535.162, ('mrg2', 'pack'): 535.181, ('mrg2', 'd2h'): 536.164}"
Highly sparse,bp_0,822,3276,0.4848420267462305,9384,9384,9384,9384,0.0,,0.10700000000008458,0.19799999999997908,0.06899999999995998,1.23599999999999,0.37400000000002365,1.902,,,,,1.934,12.97,2.751,,"{('cu', 'start'): 567.221, ('cu', 'h2dmalloc'): 567.34, ('cu', 'h2d'): 567.367, ('cu', 'workest'): 567.474, ('cu', 'compute'): 567.672, ('cu', 'copy'): 567.741, ('cu', 'pack'): 567.768, ('cu', 'd2h'): 569.004, ('gust', 'start'): 569.58, ('gust', 'h2d'): 569.716, ('gust', 'count'): 569.761, ('gust', 'scan'): 569.821, ('gust', 'expand'): 569.868, ('gust', 'sort'): 569.997, ('gust', 'reduce'): 570.055, ('gust', 'final'): 570.13, ('gust', 'pack'): 570.156, ('gust', 'd2h'): 571.367, ('merge', 'start'): 571.974, ('merge', 'h2d'): 572.1, ('merge', 'count'): 572.144, ('merge', 'scan'): 572.202, ('merge', 'expand'): 572.363, ('merge', 'merge'): 583.085, ('merge', 'final'): 583.21, ('merge', 'compact'): 583.248, ('merge', 'pack'): 583.278, ('merge', 'd2h'): 584.763, ('mrg2', 'start'): 585.43, ('mrg2', 'h2d'): 585.584, ('mrg2', 'count'): 585.631, ('mrg2', 'scan'): 585.693, ('mrg2', 'merge'): 586.537, ('mrg2', 'final'): 586.592, ('mrg2', 'compact'): 586.627, ('mrg2', 'pack'): 586.655, ('mrg2', 'd2h'): 588.019}"
Highly sparse,bcsstk23,3134,45178,0.45996948062076437,220632,220632,220632,220632,0.0,,0.07299999999997908,0.32600000000002183,0.1490000000000009,1.05499999999995,0.5480000000000018,1.896,,,,,2.354,2.539,1.821,,"{('cu', 'start'): 514.867, ('cu', 'h2dmalloc'): 514.925, ('cu', 'h2d'): 514.981, ('cu', 'workest'): 515.054, ('cu', 'compute'): 515.38, ('cu', 'copy'): 515.529, ('cu', 'pack'): 515.595, ('cu', 'd2h'): 516.65, ('gust', 'start'): 517.026, ('gust', 'h2d'): 517.142, ('gust', 'count'): 517.169, ('gust', 'scan'): 517.21, ('gust', 'expand'): 517.384, ('gust', 'sort'): 517.683, ('gust', 'reduce'): 517.83, ('gust', 'final'): 518.126, ('gust', 'pack'): 518.194, ('gust', 'd2h'): 519.206, ('merge', 'start'): 519.664, ('merge', 'h2d'): 519.783, ('merge', 'count'): 519.811, ('merge', 'scan'): 519.85, ('merge', 'expand'): 520.105, ('merge', 'merge'): 520.722, ('merge', 'final'): 520.862, ('merge', 'compact'): 521.021, ('merge', 'pack'): 521.082, ('merge', 'd2h'): 522.035, ('mrg2', 'start'): 522.501, ('mrg2', 'h2d'): 522.62, ('mrg2', 'count'): 522.647, ('mrg2', 'scan'): 522.686, ('mrg2', 'merge'): 522.95, ('mrg2', 'final'): 522.983, ('mrg2', 'compact'): 523.145, ('mrg2', 'pack'): 523.207, ('mrg2', 'd2h'): 524.157}"
Highly sparse,bcsstk17,10974,428650,0.35593682023042417,1406936,1406936,1406936,1406936,0.0,,0.34199999999998454,1.8090000000000828,0.16699999999991633,5.3279999999999745,2.3179999999999836,8.338,,,,,10.009,15.332,7.24,,"{('cu', 'start'): 658.264, ('cu', 'h2dmalloc'): 658.36, ('cu', 'h2d'): 658.664, ('cu', 'workest'): 659.006, ('cu', 'compute'): 660.815, ('cu', 'copy'): 660.982, ('cu', 'pack'): 661.052, ('cu', 'd2h'): 666.38, ('gust', 'start'): 667.741, ('gust', 'h2d'): 668.183, ('gust', 'count'): 668.363, ('gust', 'scan'): 668.411, ('gust', 'expand'): 668.768, ('gust', 'sort'): 671.411, ('gust', 'reduce'): 671.773, ('gust', 'final'): 672.37, ('gust', 'pack'): 672.442, ('gust', 'd2h'): 677.379, ('merge', 'start'): 678.928, ('merge', 'h2d'): 679.33, ('merge', 'count'): 679.498, ('merge', 'scan'): 679.547, ('merge', 'expand'): 680.769, ('merge', 'merge'): 688.416, ('merge', 'final'): 688.662, ('merge', 'compact'): 688.938, ('merge', 'pack'): 689.009, ('merge', 'd2h'): 693.894, ('mrg2', 'start'): 695.345, ('mrg2', 'h2d'): 695.743, ('mrg2', 'count'): 695.916, ('mrg2', 'scan'): 695.964, ('mrg2', 'merge'): 696.896, ('mrg2', 'final'): 696.933, ('mrg2', 'compact'): 697.209, ('mrg2', 'pack'): 697.276, ('mrg2', 'd2h'): 702.259}"
Highly sparse,blckhole,2132,14872,0.3271861986912552,41546,41546,41546,41546,0.0,,0.10500000000001819,0.3650000000000091,0.07699999999999818,1.469000000000051,0.5470000000000255,2.337,,,,,2.501,2.31,1.874,,"{('cu', 'start'): 553.516, ('cu', 'h2dmalloc'): 553.644, ('cu', 'h2d'): 553.693, ('cu', 'workest'): 553.798, ('cu', 'compute'): 554.163, ('cu', 'copy'): 554.24, ('cu', 'pack'): 554.266, ('cu', 'd2h'): 555.735, ('gust', 'start'): 556.304, ('gust', 'h2d'): 556.465, ('gust', 'count'): 556.502, ('gust', 'scan'): 556.563, ('gust', 'expand'): 556.626, ('gust', 'sort'): 556.962, ('gust', 'reduce'): 557.175, ('gust', 'final'): 557.255, ('gust', 'pack'): 557.282, ('gust', 'd2h'): 558.591, ('merge', 'start'): 559.247, ('merge', 'h2d'): 559.411, ('merge', 'count'): 559.45, ('merge', 'scan'): 559.509, ('merge', 'expand'): 559.554, ('merge', 'merge'): 559.885, ('merge', 'final'): 559.952, ('merge', 'compact'): 560.075, ('merge', 'pack'): 560.107, ('merge', 'd2h'): 561.421, ('mrg2', 'start'): 562.02, ('mrg2', 'h2d'): 562.18, ('mrg2', 'count'): 562.215, ('mrg2', 'scan'): 562.275, ('mrg2', 'merge'): 562.34, ('mrg2', 'final'): 562.385, ('mrg2', 'compact'): 562.417, ('mrg2', 'pack'): 562.442, ('mrg2', 'd2h'): 563.754}"
Highly sparse,bcsstk29,13992,619488,0.31642683346621986,1965686,1965686,1965686,1965686,0.0,,0.32200000000000273,2.4160000000000537,0.19099999999991724,7.039999999999964,2.9289999999999736,10.9,,,,,13.719,16.869,9.281,,"{('cu', 'start'): 663.353, ('cu', 'h2dmalloc'): 663.445, ('cu', 'h2d'): 663.943, ('cu', 'workest'): 664.265, ('cu', 'compute'): 666.681, ('cu', 'copy'): 666.872, ('cu', 'pack'): 666.951, ('cu', 'd2h'): 673.991, ('gust', 'start'): 675.82, ('gust', 'h2d'): 676.416, ('gust', 'count'): 676.588, ('gust', 'scan'): 676.653, ('gust', 'expand'): 677.167, ('gust', 'sort'): 681.212, ('gust', 'reduce'): 681.691, ('gust', 'final'): 682.435, ('gust', 'pack'): 682.534, ('gust', 'd2h'): 689.104, ('merge', 'start'): 691.056, ('merge', 'h2d'): 691.637, ('merge', 'count'): 691.811, ('merge', 'scan'): 691.864, ('merge', 'expand'): 693.461, ('merge', 'merge'): 700.209, ('merge', 'final'): 700.507, ('merge', 'compact'): 700.855, ('merge', 'pack'): 700.958, ('merge', 'd2h'): 707.451, ('mrg2', 'start'): 709.437, ('mrg2', 'h2d'): 710.026, ('mrg2', 'count'): 710.205, ('mrg2', 'scan'): 710.259, ('mrg2', 'merge'): 711.383, ('mrg2', 'final'): 711.429, ('mrg2', 'compact'): 711.765, ('mrg2', 'pack'): 711.862, ('mrg2', 'd2h'): 718.341}"
Highly sparse,1138_bus,1138,4054,0.31303955695713814,11142,11142,11142,11142,0.0,,0.06399999999996453,0.15499999999997272,0.04900000000009186,0.7740000000000009,0.2680000000000291,1.209,,,,,1.23,1.158,1.127,,"{('cu', 'start'): 576.449, ('cu', 'h2dmalloc'): 576.509, ('cu', 'h2d'): 576.528, ('cu', 'workest'): 576.592, ('cu', 'compute'): 576.747, ('cu', 'copy'): 576.796, ('cu', 'pack'): 576.811, ('cu', 'd2h'): 577.585, ('gust', 'start'): 577.914, ('gust', 'h2d'): 577.991, ('gust', 'count'): 578.013, ('gust', 'scan'): 578.052, ('gust', 'expand'): 578.073, ('gust', 'sort'): 578.187, ('gust', 'reduce'): 578.225, ('gust', 'final'): 578.275, ('gust', 'pack'): 578.29, ('gust', 'd2h'): 579.056, ('merge', 'start'): 579.387, ('merge', 'h2d'): 579.46, ('merge', 'count'): 579.481, ('merge', 'scan'): 579.518, ('merge', 'expand'): 579.548, ('merge', 'merge'): 579.644, ('merge', 'final'): 579.678, ('merge', 'compact'): 579.701, ('merge', 'pack'): 579.715, ('merge', 'd2h'): 580.458, ('mrg2', 'start'): 580.79, ('mrg2', 'h2d'): 580.875, ('mrg2', 'count'): 580.897, ('mrg2', 'scan'): 580.934, ('mrg2', 'merge'): 580.987, ('mrg2', 'final'): 581.017, ('mrg2', 'compact'): 581.04, ('mrg2', 'pack'): 581.055, ('mrg2', 'd2h'): 581.78}"
Highly sparse,bcspwr06,1454,5300,0.25069579909522466,14110,14110,14110,14110,0.0,,0.055999999999983174,0.1519999999999868,0.04899999999997817,0.6120000000000232,0.25699999999994816,1.025,,,,,1.07,0.985,0.985,,"{('cu', 'start'): 466.409, ('cu', 'h2dmalloc'): 466.467, ('cu', 'h2d'): 466.482, ('cu', 'workest'): 466.538, ('cu', 'compute'): 466.69, ('cu', 'copy'): 466.739, ('cu', 'pack'): 466.753, ('cu', 'd2h'): 467.365, ('gust', 'start'): 467.683, ('gust', 'h2d'): 467.753, ('gust', 'count'): 467.773, ('gust', 'scan'): 467.81, ('gust', 'expand'): 467.832, ('gust', 'sort'): 467.946, ('gust', 'reduce'): 467.983, ('gust', 'final'): 468.033, ('gust', 'pack'): 468.048, ('gust', 'd2h'): 468.668, ('merge', 'start'): 469.002, ('merge', 'h2d'): 469.073, ('merge', 'count'): 469.093, ('merge', 'scan'): 469.128, ('merge', 'expand'): 469.158, ('merge', 'merge'): 469.235, ('merge', 'final'): 469.269, ('merge', 'compact'): 469.291, ('merge', 'pack'): 469.306, ('merge', 'd2h'): 469.904, ('mrg2', 'start'): 470.231, ('mrg2', 'h2d'): 470.301, ('mrg2', 'count'): 470.367, ('mrg2', 'scan'): 470.402, ('mrg2', 'merge'): 470.45, ('mrg2', 'final'): 470.479, ('mrg2', 'compact'): 470.501, ('mrg2', 'pack'): 470.515, ('mrg2', 'd2h'): 471.134}"
Highly sparse,bcsstk30,28924,2043492,0.24426218412514641,8946070,8946070,8946070,8946070,0.0,,0.3949999999999818,7.75,0.2829999999999018,31.593000000000075,8.427999999999884,43.56,,,,,62.353,119.866,43.995,,"{('cu', 'start'): 1503.064, ('cu', 'h2dmalloc'): 1503.21, ('cu', 'h2d'): 1505.594, ('cu', 'workest'): 1505.989, ('cu', 'compute'): 1513.739, ('cu', 'copy'): 1514.022, ('cu', 'pack'): 1514.119, ('cu', 'd2h'): 1545.712, ('gust', 'start'): 1554.206, ('gust', 'h2d'): 1556.746, ('gust', 'count'): 1556.982, ('gust', 'scan'): 1557.042, ('gust', 'expand'): 1559.235, ('gust', 'sort'): 1580.804, ('gust', 'reduce'): 1582.784, ('gust', 'final'): 1585.509, ('gust', 'pack'): 1585.611, ('gust', 'd2h'): 1615.233, ('merge', 'start'): 1623.254, ('merge', 'h2d'): 1625.773, ('merge', 'count'): 1626.028, ('merge', 'scan'): 1626.084, ('merge', 'expand'): 1634.445, ('merge', 'merge'): 1710.561, ('merge', 'final'): 1711.437, ('merge', 'compact'): 1712.246, ('merge', 'pack'): 1712.324, ('merge', 'd2h'): 1742.284, ('mrg2', 'start'): 1749.905, ('mrg2', 'h2d'): 1752.453, ('mrg2', 'count'): 1752.703, ('mrg2', 'scan'): 1752.759, ('mrg2', 'merge'): 1762.537, ('mrg2', 'final'): 1762.596, ('mrg2', 'compact'): 1763.547, ('mrg2', 'pack'): 1763.65, ('mrg2', 'd2h'): 1793.32}"
Highly sparse,bcsstm06,420,420,0.2380952380952381,420,420,420,420,0.0,,0.06499999999999773,0.15500000000002956,0.04699999999996862,0.728999999999985,0.2669999999999959,1.143,,,,,1.077,0.992,0.989,,"{('cu', 'start'): 477.63, ('cu', 'h2dmalloc'): 477.69, ('cu', 'h2d'): 477.7, ('cu', 'workest'): 477.765, ('cu', 'compute'): 477.92, ('cu', 'copy'): 477.967, ('cu', 'pack'): 477.981, ('cu', 'd2h'): 478.71, ('gust', 'start'): 479.025, ('gust', 'h2d'): 479.092, ('gust', 'count'): 479.111, ('gust', 'scan'): 479.15, ('gust', 'expand'): 479.168, ('gust', 'sort'): 479.209, ('gust', 'reduce'): 479.246, ('gust', 'final'): 479.296, ('gust', 'pack'): 479.31, ('gust', 'd2h'): 480.02, ('merge', 'start'): 480.354, ('merge', 'h2d'): 480.42, ('merge', 'count'): 480.445, ('merge', 'scan'): 480.483, ('merge', 'expand'): 480.499, ('merge', 'merge'): 480.518, ('merge', 'final'): 480.551, ('merge', 'compact'): 480.573, ('merge', 'pack'): 480.586, ('merge', 'd2h'): 481.266, ('mrg2', 'start'): 481.616, ('mrg2', 'h2d'): 481.684, ('mrg2', 'count'): 481.704, ('mrg2', 'scan'): 481.741, ('mrg2', 'merge'): 481.763, ('mrg2', 'final'): 481.79, ('mrg2', 'compact'): 481.812, ('mrg2', 'pack'): 481.826, ('mrg2', 'd2h'): 482.528}"
Highly sparse,bcspwr08,1624,6050,0.22939467106699993,16916,16916,16916,16916,0.0,,0.05700000000001637,0.1519999999999868,0.04699999999996862,0.6170000000000186,0.2559999999999718,1.03,,,,,1.089,0.994,0.956,,"{('cu', 'start'): 470.189, ('cu', 'h2dmalloc'): 470.248, ('cu', 'h2d'): 470.264, ('cu', 'workest'): 470.321, ('cu', 'compute'): 470.473, ('cu', 'copy'): 470.52, ('cu', 'pack'): 470.534, ('cu', 'd2h'): 471.151, ('gust', 'start'): 471.469, ('gust', 'h2d'): 471.541, ('gust', 'count'): 471.562, ('gust', 'scan'): 471.598, ('gust', 'expand'): 471.619, ('gust', 'sort'): 471.743, ('gust', 'reduce'): 471.778, ('gust', 'final'): 471.828, ('gust', 'pack'): 471.842, ('gust', 'd2h'): 472.472, ('merge', 'start'): 472.802, ('merge', 'h2d'): 472.875, ('merge', 'count'): 472.896, ('merge', 'scan'): 472.931, ('merge', 'expand'): 472.958, ('merge', 'merge'): 473.037, ('merge', 'final'): 473.07, ('merge', 'compact'): 473.098, ('merge', 'pack'): 473.112, ('merge', 'd2h'): 473.715, ('mrg2', 'start'): 474.044, ('mrg2', 'h2d'): 474.12, ('mrg2', 'count'): 474.141, ('mrg2', 'scan'): 474.176, ('mrg2', 'merge'): 474.222, ('mrg2', 'final'): 474.251, ('mrg2', 'compact'): 474.278, ('mrg2', 'pack'): 474.293, ('mrg2', 'd2h'): 474.916}"
Highly sparse,bcspwr07,1612,5824,0.22412551028576003,15684,15684,15684,15684,0.0,,0.06799999999998363,0.160000000000025,0.04899999999997817,0.7749999999999773,0.2769999999999868,1.249,,,,,1.32,1.212,1.116,,"{('cu', 'start'): 479.597, ('cu', 'h2dmalloc'): 479.677, ('cu', 'h2d'): 479.7, ('cu', 'workest'): 479.768, ('cu', 'compute'): 479.928, ('cu', 'copy'): 479.977, ('cu', 'pack'): 479.994, ('cu', 'd2h'): 480.769, ('gust', 'start'): 481.12, ('gust', 'h2d'): 481.208, ('gust', 'count'): 481.232, ('gust', 'scan'): 481.274, ('gust', 'expand'): 481.296, ('gust', 'sort'): 481.467, ('gust', 'reduce'): 481.505, ('gust', 'final'): 481.558, ('gust', 'pack'): 481.573, ('gust', 'd2h'): 482.345, ('merge', 'start'): 482.711, ('merge', 'h2d'): 482.805, ('merge', 'count'): 482.828, ('merge', 'scan'): 482.869, ('merge', 'expand'): 482.898, ('merge', 'merge'): 482.977, ('merge', 'final'): 483.014, ('merge', 'compact'): 483.038, ('merge', 'pack'): 483.054, ('merge', 'd2h'): 483.829, ('mrg2', 'start'): 484.186, ('mrg2', 'h2d'): 484.274, ('mrg2', 'count'): 484.296, ('mrg2', 'scan'): 484.339, ('mrg2', 'merge'): 484.387, ('mrg2', 'final'): 484.417, ('mrg2', 'compact'): 484.44, ('mrg2', 'pack'): 484.455, ('mrg2', 'd2h'): 485.212}"
Highly sparse,bcspwr09,1723,6511,0.21931944613334525,18485,18485,18485,18485,0.0,,0.05700000000001637,0.15099999999995362,0.04800000000000182,0.6200000000000045,0.2559999999999718,1.047,,,,,1.113,1.007,0.963,,"{('cu', 'start'): 482.075, ('cu', 'h2dmalloc'): 482.133, ('cu', 'h2d'): 482.163, ('cu', 'workest'): 482.22, ('cu', 'compute'): 482.371, ('cu', 'copy'): 482.419, ('cu', 'pack'): 482.433, ('cu', 'd2h'): 483.053, ('gust', 'start'): 483.38, ('gust', 'h2d'): 483.452, ('gust', 'count'): 483.472, ('gust', 'scan'): 483.51, ('gust', 'expand'): 483.531, ('gust', 'sort'): 483.652, ('gust', 'reduce'): 483.687, ('gust', 'final'): 483.739, ('gust', 'pack'): 483.753, ('gust', 'd2h'): 484.407, ('merge', 'start'): 484.74, ('merge', 'h2d'): 484.813, ('merge', 'count'): 484.834, ('merge', 'scan'): 484.87, ('merge', 'expand'): 484.897, ('merge', 'merge'): 484.983, ('merge', 'final'): 485.017, ('merge', 'compact'): 485.042, ('merge', 'pack'): 485.057, ('merge', 'd2h'): 485.665, ('mrg2', 'start'): 485.991, ('mrg2', 'h2d'): 486.069, ('mrg2', 'count'): 486.089, ('mrg2', 'scan'): 486.124, ('mrg2', 'merge'): 486.173, ('mrg2', 'final'): 486.204, ('mrg2', 'compact'): 486.226, ('mrg2', 'pack'): 486.24, ('mrg2', 'd2h'): 486.871}"
Highly sparse,bcsstm20,485,485,0.2061855670103093,485,485,485,485,0.0,,0.06700000000000728,0.15300000000002,0.04699999999996862,0.8110000000000355,0.2669999999999959,1.229,,,,,1.163,1.132,1.086,,"{('cu', 'start'): 505.563, ('cu', 'h2dmalloc'): 505.623, ('cu', 'h2d'): 505.633, ('cu', 'workest'): 505.7, ('cu', 'compute'): 505.853, ('cu', 'copy'): 505.9, ('cu', 'pack'): 505.914, ('cu', 'd2h'): 506.725, ('gust', 'start'): 507.05, ('gust', 'h2d'): 507.12, ('gust', 'count'): 507.14, ('gust', 'scan'): 507.178, ('gust', 'expand'): 507.195, ('gust', 'sort'): 507.237, ('gust', 'reduce'): 507.272, ('gust', 'final'): 507.318, ('gust', 'pack'): 507.331, ('gust', 'd2h'): 508.13, ('merge', 'start'): 508.465, ('merge', 'h2d'): 508.535, ('merge', 'count'): 508.555, ('merge', 'scan'): 508.592, ('merge', 'expand'): 508.609, ('merge', 'merge'): 508.627, ('merge', 'final'): 508.66, ('merge', 'compact'): 508.682, ('merge', 'pack'): 508.696, ('merge', 'd2h'): 509.516, ('mrg2', 'start'): 509.847, ('mrg2', 'h2d'): 509.915, ('mrg2', 'count'): 509.934, ('mrg2', 'scan'): 509.969, ('mrg2', 'merge'): 509.989, ('mrg2', 'final'): 510.023, ('mrg2', 'compact'): 510.044, ('mrg2', 'pack'): 510.058, ('mrg2', 'd2h'): 510.852}"
Highly sparse,bcsstk21,3600,26600,0.2052469135802469,93072,93072,93072,93072,0.0,,0.07100000000002638,0.23500000000001364,0.07499999999998863,0.8640000000000327,0.38100000000002865,1.427,,,,,1.683,1.478,1.288,,"{('cu', 'start'): 488.886, ('cu', 'h2dmalloc'): 488.945, ('cu', 'h2d'): 488.979, ('cu', 'workest'): 489.05, ('cu', 'compute'): 489.285, ('cu', 'copy'): 489.36, ('cu', 'pack'): 489.376, ('cu', 'd2h'): 490.24, ('gust', 'start'): 490.568, ('gust', 'h2d'): 490.661, ('gust', 'count'): 490.686, ('gust', 'scan'): 490.727, ('gust', 'expand'): 490.832, ('gust', 'sort'): 491.068, ('gust', 'reduce'): 491.155, ('gust', 'final'): 491.214, ('gust', 'pack'): 491.23, ('gust', 'd2h'): 492.083, ('merge', 'start'): 492.516, ('merge', 'h2d'): 492.61, ('merge', 'count'): 492.634, ('merge', 'scan'): 492.674, ('merge', 'expand'): 492.815, ('merge', 'merge'): 492.932, ('merge', 'final'): 492.97, ('merge', 'compact'): 493.045, ('merge', 'pack'): 493.062, ('merge', 'd2h'): 493.872, ('mrg2', 'start'): 494.245, ('mrg2', 'h2d'): 494.387, ('mrg2', 'count'): 494.409, ('mrg2', 'scan'): 494.448, ('mrg2', 'merge'): 494.494, ('mrg2', 'final'): 494.523, ('mrg2', 'compact'): 494.606, ('mrg2', 'pack'): 494.622, ('mrg2', 'd2h'): 495.413}"
