class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,phases,cublas_ms
Mildly sparse,bcsstk28,4410,219024,1.1261974177426073,596072,596072,596072,596072,0.0,,0.1490000000000009,1.0209999999999582,0.18799999999998818,0.8239999999999554,1.3579999999999472,2.666,,,,,4.091,6.059,2.105,,"{('cu', 'start'): 778.401, ('cu', 'h2dmalloc'): 778.494, ('cu', 'h2d'): 778.642, ('cu', 'workest'): 778.791, ('cu', 'compute'): 779.812, ('cu', 'copy'): 780.0, ('cu', 'pack'): 780.091, ('cu', 'd2h'): 780.915, ('gust', 'start'): 781.084, ('gust', 'h2d'): 781.283, ('gust', 'count'): 781.313, ('gust', 'scan'): 781.362, ('gust', 'expand'): 781.646, ('gust', 'sort'): 783.353, ('gust', 'reduce'): 783.683, ('gust', 'final'): 784.318, ('gust', 'pack'): 784.416, ('gust', 'd2h'): 784.839, ('merge', 'start'): 785.194, ('merge', 'h2d'): 785.4, ('merge', 'count'): 785.434, ('merge', 'scan'): 785.482, ('merge', 'expand'): 786.379, ('merge', 'merge'): 789.834, ('merge', 'final'): 790.075, ('merge', 'compact'): 790.422, ('merge', 'pack'): 790.517, ('merge', 'd2h'): 790.938, ('mrg2', 'start'): 791.277, ('mrg2', 'h2d'): 791.476, ('mrg2', 'count'): 791.507, ('mrg2', 'scan'): 791.553, ('mrg2', 'merge'): 792.166, ('mrg2', 'final'): 792.208, ('mrg2', 'compact'): 792.524, ('mrg2', 'pack'): 792.617, ('mrg2', 'd2h'): 793.054}",5.005271988920867
Mildly sparse,bcsstk08,1074,12960,1.1235604381885709,305612,305612,305612,305612,0.0,,0.05700000000001637,0.3280000000000882,0.1269999999999527,0.2300000000000182,0.5120000000000573,1.021,,,,,1.477,20.992,2.281,,"{('cu', 'start'): 678.01, ('cu', 'h2dmalloc'): 678.066, ('cu', 'h2d'): 678.084, ('cu', 'workest'): 678.141, ('cu', 'compute'): 678.469, ('cu', 'copy'): 678.596, ('cu', 'pack'): 678.683, ('cu', 'd2h'): 678.913, ('gust', 'start'): 679.044, ('gust', 'h2d'): 679.117, ('gust', 'count'): 679.155, ('gust', 'scan'): 679.196, ('gust', 'expand'): 679.364, ('gust', 'sort'): 679.646, ('gust', 'reduce'): 679.808, ('gust', 'final'): 680.163, ('gust', 'pack'): 680.243, ('gust', 'd2h'): 680.344, ('merge', 'start'): 680.54, ('merge', 'h2d'): 680.615, ('merge', 'count'): 680.65, ('merge', 'scan'): 680.691, ('merge', 'expand'): 681.264, ('merge', 'merge'): 700.837, ('merge', 'final'): 700.995, ('merge', 'compact'): 701.177, ('merge', 'pack'): 701.255, ('merge', 'd2h'): 701.355, ('mrg2', 'start'): 701.552, ('mrg2', 'h2d'): 701.625, ('mrg2', 'count'): 701.661, ('mrg2', 'scan'): 701.703, ('mrg2', 'merge'): 703.258, ('mrg2', 'final'): 703.3, ('mrg2', 'compact'): 703.481, ('mrg2', 'pack'): 703.559, ('mrg2', 'd2h'): 703.66}",0.1202570274472236
Mildly sparse,can_1054,1054,12196,1.097832779436069,60248,60248,60248,60248,0.0,,0.06099999999992178,0.27500000000009095,0.05899999999996908,0.1470000000000482,0.3949999999999818,0.726,,,,,0.975,1.118,0.506,,"{('cu', 'start'): 677.683, ('cu', 'h2dmalloc'): 677.749, ('cu', 'h2d'): 677.768, ('cu', 'workest'): 677.829, ('cu', 'compute'): 678.104, ('cu', 'copy'): 678.163, ('cu', 'pack'): 678.183, ('cu', 'd2h'): 678.33, ('gust', 'start'): 678.426, ('gust', 'h2d'): 678.509, ('gust', 'count'): 678.53, ('gust', 'scan'): 678.57, ('gust', 'expand'): 678.659, ('gust', 'sort'): 678.927, ('gust', 'reduce'): 679.029, ('gust', 'final'): 679.171, ('gust', 'pack'): 679.192, ('gust', 'd2h'): 679.239, ('merge', 'start'): 679.413, ('merge', 'h2d'): 679.498, ('merge', 'count'): 679.52, ('merge', 'scan'): 679.56, ('merge', 'expand'): 679.697, ('merge', 'merge'): 680.231, ('merge', 'final'): 680.275, ('merge', 'compact'): 680.301, ('merge', 'pack'): 680.319, ('merge', 'd2h'): 680.367, ('mrg2', 'start'): 680.543, ('mrg2', 'h2d'): 680.623, ('mrg2', 'count'): 680.643, ('mrg2', 'scan'): 680.687, ('mrg2', 'merge'): 680.829, ('mrg2', 'final'): 680.865, ('mrg2', 'compact'): 680.889, ('mrg2', 'pack'): 680.907, ('mrg2', 'd2h'): 680.955}",0.1321550225839018
Mildly sparse,can_1072,1072,12444,1.0828553129873024,62316,62316,62316,62316,0.0,,0.07200000000000273,0.2599999999999909,0.06399999999996453,0.15099999999995362,0.39599999999995816,0.728,,,,,0.967,1.228,0.489,,"{('cu', 'start'): 683.101, ('cu', 'h2dmalloc'): 683.164, ('cu', 'h2d'): 683.183, ('cu', 'workest'): 683.255, ('cu', 'compute'): 683.515, ('cu', 'copy'): 683.579, ('cu', 'pack'): 683.6, ('cu', 'd2h'): 683.751, ('gust', 'start'): 683.845, ('gust', 'h2d'): 683.927, ('gust', 'count'): 683.948, ('gust', 'scan'): 683.988, ('gust', 'expand'): 684.076, ('gust', 'sort'): 684.34, ('gust', 'reduce'): 684.44, ('gust', 'final'): 684.582, ('gust', 'pack'): 684.604, ('gust', 'd2h'): 684.653, ('merge', 'start'): 684.826, ('merge', 'h2d'): 684.906, ('merge', 'count'): 684.927, ('merge', 'scan'): 684.967, ('merge', 'expand'): 685.1, ('merge', 'merge'): 685.688, ('merge', 'final'): 685.732, ('merge', 'compact'): 685.9, ('merge', 'pack'): 685.92, ('merge', 'd2h'): 685.968, ('mrg2', 'start'): 686.066, ('mrg2', 'h2d'): 686.144, ('mrg2', 'count'): 686.164, ('mrg2', 'scan'): 686.201, ('mrg2', 'merge'): 686.342, ('mrg2', 'final'): 686.376, ('mrg2', 'compact'): 686.399, ('mrg2', 'pack'): 686.417, ('mrg2', 'd2h'): 686.465}",0.1201330451294779
Mildly sparse,bcsstk19,817,6853,1.0266835857969194,18305,18305,18305,18305,0.0,,0.15699999999992542,0.2860000000000582,0.1169999999999618,0.07799999999997453,0.5599999999999454,1.114,,,,,1.144,0.953,0.836,,"{('cu', 'start'): 565.817, ('cu', 'h2dmalloc'): 566.008, ('cu', 'h2d'): 566.041, ('cu', 'workest'): 566.198, ('cu', 'compute'): 566.484, ('cu', 'copy'): 566.601, ('cu', 'pack'): 566.653, ('cu', 'd2h'): 566.731, ('gust', 'start'): 566.965, ('gust', 'h2d'): 567.164, ('gust', 'count'): 567.212, ('gust', 'scan'): 567.302, ('gust', 'expand'): 567.352, ('gust', 'sort'): 567.546, ('gust', 'reduce'): 567.648, ('gust', 'final'): 567.799, ('gust', 'pack'): 567.848, ('gust', 'd2h'): 567.879, ('merge', 'start'): 568.14, ('merge', 'h2d'): 568.334, ('merge', 'count'): 568.38, ('merge', 'scan'): 568.467, ('merge', 'expand'): 568.524, ('merge', 'merge'): 568.621, ('merge', 'final'): 568.722, ('merge', 'compact'): 568.791, ('merge', 'pack'): 568.841, ('merge', 'd2h'): 568.863, ('mrg2', 'start'): 569.123, ('mrg2', 'h2d'): 569.314, ('mrg2', 'count'): 569.361, ('mrg2', 'scan'): 569.444, ('mrg2', 'merge'): 569.52, ('mrg2', 'final'): 569.596, ('mrg2', 'compact'): 569.659, ('mrg2', 'pack'): 569.71, ('mrg2', 'd2h'): 569.731}",0.0808449694886803
Highly sparse,bcsstm12,1473,19659,0.9060578533079476,53615,53615,53615,53615,0.0,,0.051000000000044565,0.20899999999994634,0.04800000000000182,0.0949999999999136,0.3079999999999927,0.55,,,,,0.872,0.77,0.436,,"{('cu', 'start'): 583.764, ('cu', 'h2dmalloc'): 583.823, ('cu', 'h2d'): 583.841, ('cu', 'workest'): 583.892, ('cu', 'compute'): 584.101, ('cu', 'copy'): 584.149, ('cu', 'pack'): 584.162, ('cu', 'd2h'): 584.257, ('gust', 'start'): 584.326, ('gust', 'h2d'): 584.391, ('gust', 'count'): 584.409, ('gust', 'scan'): 584.442, ('gust', 'expand'): 584.517, ('gust', 'sort'): 584.749, ('gust', 'reduce'): 584.884, ('gust', 'final'): 585.039, ('gust', 'pack'): 585.055, ('gust', 'd2h'): 585.078, ('merge', 'start'): 585.205, ('merge', 'h2d'): 585.27, ('merge', 'count'): 585.288, ('merge', 'scan'): 585.319, ('merge', 'expand'): 585.421, ('merge', 'merge'): 585.661, ('merge', 'final'): 585.748, ('merge', 'compact'): 585.87, ('merge', 'pack'): 585.887, ('merge', 'd2h'): 585.91, ('mrg2', 'start'): 585.985, ('mrg2', 'h2d'): 586.049, ('mrg2', 'count'): 586.067, ('mrg2', 'scan'): 586.1, ('mrg2', 'merge'): 586.209, ('mrg2', 'final'): 586.24, ('mrg2', 'compact'): 586.313, ('mrg2', 'pack'): 586.328, ('mrg2', 'd2h'): 586.354}",0.2221219474449753
Highly sparse,bcsstm03,112,112,0.8928571428571428,112,112,112,112,0.0,,0.04099999999993997,0.14000000000010004,0.04499999999995907,0.025999999999953616,0.2259999999999991,0.391,,,,,0.331,0.285,0.263,,"{('cu', 'start'): 581.299, ('cu', 'h2dmalloc'): 581.349, ('cu', 'h2d'): 581.36, ('cu', 'workest'): 581.401, ('cu', 'compute'): 581.541, ('cu', 'copy'): 581.586, ('cu', 'pack'): 581.6, ('cu', 'd2h'): 581.626, ('gust', 'start'): 581.698, ('gust', 'h2d'): 581.757, ('gust', 'count'): 581.773, ('gust', 'scan'): 581.807, ('gust', 'expand'): 581.823, ('gust', 'sort'): 581.863, ('gust', 'reduce'): 581.894, ('gust', 'final'): 581.938, ('gust', 'pack'): 581.951, ('gust', 'd2h'): 581.96, ('merge', 'start'): 582.036, ('merge', 'h2d'): 582.093, ('merge', 'count'): 582.108, ('merge', 'scan'): 582.141, ('merge', 'expand'): 582.156, ('merge', 'merge'): 582.176, ('merge', 'final'): 582.211, ('merge', 'compact'): 582.231, ('merge', 'pack'): 582.245, ('merge', 'd2h'): 582.255, ('mrg2', 'start'): 582.328, ('mrg2', 'h2d'): 582.384, ('mrg2', 'count'): 582.4, ('mrg2', 'scan'): 582.432, ('mrg2', 'merge'): 582.449, ('mrg2', 'final'): 582.482, ('mrg2', 'compact'): 582.502, ('mrg2', 'pack'): 582.516, ('mrg2', 'd2h'): 582.524}",0.0389730557799339
Highly sparse,bcspwr05,443,1623,0.8270105834934192,4249,4249,4249,4249,0.0,,0.04800000000000182,0.16800000000000637,0.045999999999935426,0.025999999999953616,0.2619999999999436,0.433,,,,,0.421,0.339,0.291,,"{('cu', 'start'): 581.908, ('cu', 'h2dmalloc'): 581.958, ('cu', 'h2d'): 581.974, ('cu', 'workest'): 582.022, ('cu', 'compute'): 582.19, ('cu', 'copy'): 582.236, ('cu', 'pack'): 582.253, ('cu', 'd2h'): 582.279, ('gust', 'start'): 582.351, ('gust', 'h2d'): 582.416, ('gust', 'count'): 582.433, ('gust', 'scan'): 582.468, ('gust', 'expand'): 582.486, ('gust', 'sort'): 582.594, ('gust', 'reduce'): 582.629, ('gust', 'final'): 582.678, ('gust', 'pack'): 582.693, ('gust', 'd2h'): 582.702, ('merge', 'start'): 582.78, ('merge', 'h2d'): 582.841, ('merge', 'count'): 582.859, ('merge', 'scan'): 582.892, ('merge', 'expand'): 582.916, ('merge', 'merge'): 582.964, ('merge', 'final'): 582.999, ('merge', 'compact'): 583.019, ('merge', 'pack'): 583.035, ('merge', 'd2h'): 583.045, ('mrg2', 'start'): 583.127, ('mrg2', 'h2d'): 583.189, ('mrg2', 'count'): 583.206, ('mrg2', 'scan'): 583.238, ('mrg2', 'merge'): 583.274, ('mrg2', 'final'): 583.304, ('mrg2', 'compact'): 583.324, ('mrg2', 'pack'): 583.34, ('mrg2', 'd2h'): 583.35}",0.0643749954178929
Highly sparse,bcsstk26,1922,30336,0.8212049319939666,92530,92530,92530,92530,0.0,,0.049999999999954525,0.2400000000000091,0.05200000000002092,0.1129999999999427,0.34199999999998454,0.695,,,,,1.031,1.11,0.574,,"{('cu', 'start'): 586.636, ('cu', 'h2dmalloc'): 586.686, ('cu', 'h2d'): 586.706, ('cu', 'workest'): 586.756, ('cu', 'compute'): 586.996, ('cu', 'copy'): 587.048, ('cu', 'pack'): 587.114, ('cu', 'd2h'): 587.227, ('gust', 'start'): 587.342, ('gust', 'h2d'): 587.411, ('gust', 'count'): 587.43, ('gust', 'scan'): 587.465, ('gust', 'expand'): 587.583, ('gust', 'sort'): 587.83, ('gust', 'reduce'): 587.984, ('gust', 'final'): 588.249, ('gust', 'pack'): 588.265, ('gust', 'd2h'): 588.302, ('merge', 'start'): 588.383, ('merge', 'h2d'): 588.454, ('merge', 'count'): 588.473, ('merge', 'scan'): 588.506, ('merge', 'expand'): 588.683, ('merge', 'merge'): 589.115, ('merge', 'final'): 589.253, ('merge', 'compact'): 589.372, ('merge', 'pack'): 589.389, ('merge', 'd2h'): 589.425, ('mrg2', 'start'): 589.503, ('mrg2', 'h2d'): 589.571, ('mrg2', 'count'): 589.59, ('mrg2', 'scan'): 589.621, ('mrg2', 'merge'): 589.801, ('mrg2', 'final'): 589.833, ('mrg2', 'compact'): 589.952, ('mrg2', 'pack'): 589.968, ('mrg2', 'd2h'): 590.008}",0.4997869255021214
Highly sparse,bcsstk33,8738,591904,0.775223972597465,2569536,2569536,2569536,2569536,0.0,,0.15899999999999181,2.2799999999999727,0.17000000000007276,1.3770000000000664,2.6090000000000373,4.449,,,,,10.342,21.807,4.619,,"{('cu', 'start'): 746.755, ('cu', 'h2dmalloc'): 746.812, ('cu', 'h2d'): 747.0, ('cu', 'workest'): 747.159, ('cu', 'compute'): 749.439, ('cu', 'copy'): 749.609, ('cu', 'pack'): 749.699, ('cu', 'd2h'): 751.076, ('gust', 'start'): 751.214, ('gust', 'h2d'): 752.454, ('gust', 'count'): 752.535, ('gust', 'scan'): 752.577, ('gust', 'expand'): 753.272, ('gust', 'sort'): 758.841, ('gust', 'reduce'): 759.407, ('gust', 'final'): 760.403, ('gust', 'pack'): 760.476, ('gust', 'd2h'): 761.233, ('merge', 'start'): 761.567, ('merge', 'h2d'): 762.163, ('merge', 'count'): 762.266, ('merge', 'scan'): 762.307, ('merge', 'expand'): 764.565, ('merge', 'merge'): 781.559, ('merge', 'final'): 781.864, ('merge', 'compact'): 782.205, ('merge', 'pack'): 782.274, ('merge', 'd2h'): 783.033, ('mrg2', 'start'): 783.384, ('mrg2', 'h2d'): 783.994, ('mrg2', 'count'): 784.095, ('mrg2', 'scan'): 784.137, ('mrg2', 'merge'): 786.44, ('mrg2', 'final'): 786.478, ('mrg2', 'compact'): 786.838, ('mrg2', 'pack'): 786.912, ('mrg2', 'd2h'): 787.674}",32.55811694543809
Highly sparse,bcsstm04,132,132,0.7575757575757576,132,132,132,132,0.0,,0.05700000000001637,0.1490000000000009,0.04899999999997817,0.024999999999977263,0.25499999999999545,0.464,,,,,0.389,0.337,0.302,,"{('cu', 'start'): 613.384, ('cu', 'h2dmalloc'): 613.457, ('cu', 'h2d'): 613.472, ('cu', 'workest'): 613.529, ('cu', 'compute'): 613.678, ('cu', 'copy'): 613.727, ('cu', 'pack'): 613.746, ('cu', 'd2h'): 613.771, ('gust', 'start'): 613.865, ('gust', 'h2d'): 613.94, ('gust', 'count'): 613.959, ('gust', 'scan'): 613.997, ('gust', 'expand'): 614.015, ('gust', 'sort'): 614.059, ('gust', 'reduce'): 614.095, ('gust', 'final'): 614.145, ('gust', 'pack'): 614.162, ('gust', 'd2h'): 614.171, ('merge', 'start'): 614.266, ('merge', 'h2d'): 614.339, ('merge', 'count'): 614.357, ('merge', 'scan'): 614.392, ('merge', 'expand'): 614.418, ('merge', 'merge'): 614.436, ('merge', 'final'): 614.473, ('merge', 'compact'): 614.496, ('merge', 'pack'): 614.514, ('merge', 'd2h'): 614.523, ('mrg2', 'start'): 614.615, ('mrg2', 'h2d'): 614.686, ('mrg2', 'count'): 614.703, ('mrg2', 'scan'): 614.737, ('mrg2', 'merge'): 614.757, ('mrg2', 'final'): 614.792, ('mrg2', 'compact'): 614.813, ('mrg2', 'pack'): 614.83, ('mrg2', 'd2h'): 614.838}",0.0398370902985334
Highly sparse,bcsstk15,3948,117816,0.7558750073139261,527688,527688,527688,527688,0.0,,0.1029999999999518,0.7119999999999891,0.1550000000000864,0.44000000000005457,0.9700000000000273,1.692,,,,,2.056,2.696,1.242,,"{('cu', 'start'): 615.406, ('cu', 'h2dmalloc'): 615.458, ('cu', 'h2d'): 615.504, ('cu', 'workest'): 615.607, ('cu', 'compute'): 616.319, ('cu', 'copy'): 616.474, ('cu', 'pack'): 616.54, ('cu', 'd2h'): 616.98, ('gust', 'start'): 617.109, ('gust', 'h2d'): 617.206, ('gust', 'count'): 617.227, ('gust', 'scan'): 617.262, ('gust', 'expand'): 617.416, ('gust', 'sort'): 618.092, ('gust', 'reduce'): 618.259, ('gust', 'final'): 618.675, ('gust', 'pack'): 618.748, ('gust', 'd2h'): 618.943, ('merge', 'start'): 619.175, ('merge', 'h2d'): 619.271, ('merge', 'count'): 619.301, ('merge', 'scan'): 619.335, ('merge', 'expand'): 619.677, ('merge', 'merge'): 620.998, ('merge', 'final'): 621.154, ('merge', 'compact'): 621.387, ('merge', 'pack'): 621.455, ('merge', 'd2h'): 621.651, ('mrg2', 'start'): 621.881, ('mrg2', 'h2d'): 621.976, ('mrg2', 'count'): 622.008, ('mrg2', 'scan'): 622.041, ('mrg2', 'merge'): 622.383, ('mrg2', 'final'): 622.415, ('mrg2', 'compact'): 622.639, ('mrg2', 'pack'): 622.71, ('mrg2', 'd2h'): 622.905}",3.420804045163095
Highly sparse,bcsstm22,138,138,0.7246376811594203,138,138,138,138,0.0,,0.047000000000025466,0.15200000000004366,0.043000000000006366,0.024999999999977263,0.2420000000000755,0.406,,,,,0.338,0.286,0.273,,"{('cu', 'start'): 569.292, ('cu', 'h2dmalloc'): 569.342, ('cu', 'h2d'): 569.353, ('cu', 'workest'): 569.4, ('cu', 'compute'): 569.552, ('cu', 'copy'): 569.595, ('cu', 'pack'): 569.61, ('cu', 'd2h'): 569.635, ('gust', 'start'): 569.707, ('gust', 'h2d'): 569.767, ('gust', 'count'): 569.782, ('gust', 'scan'): 569.817, ('gust', 'expand'): 569.832, ('gust', 'sort'): 569.873, ('gust', 'reduce'): 569.904, ('gust', 'final'): 569.95, ('gust', 'pack'): 569.963, ('gust', 'd2h'): 569.975, ('merge', 'start'): 570.053, ('merge', 'h2d'): 570.111, ('merge', 'count'): 570.126, ('merge', 'scan'): 570.159, ('merge', 'expand'): 570.175, ('merge', 'merge'): 570.194, ('merge', 'final'): 570.229, ('merge', 'compact'): 570.249, ('merge', 'pack'): 570.263, ('merge', 'd2h'): 570.27, ('mrg2', 'start'): 570.346, ('mrg2', 'h2d'): 570.403, ('mrg2', 'count'): 570.418, ('mrg2', 'scan'): 570.451, ('mrg2', 'merge'): 570.474, ('mrg2', 'final'): 570.504, ('mrg2', 'compact'): 570.524, ('mrg2', 'pack'): 570.541, ('mrg2', 'd2h'): 570.55}",0.050331000238657
Highly sparse,bp_1600,822,4841,0.7164591732229859,23625,23625,23625,23625,0.0,,0.05099999999993088,0.1690000000000964,0.05299999999999727,0.03300000000001546,0.27300000000002456,0.459,,,,,0.528,17.178,1.563,,"{('cu', 'start'): 638.452, ('cu', 'h2dmalloc'): 638.508, ('cu', 'h2d'): 638.523, ('cu', 'workest'): 638.574, ('cu', 'compute'): 638.743, ('cu', 'copy'): 638.796, ('cu', 'pack'): 638.813, ('cu', 'd2h'): 638.846, ('gust', 'start'): 638.929, ('gust', 'h2d'): 638.997, ('gust', 'count'): 639.029, ('gust', 'scan'): 639.067, ('gust', 'expand'): 639.121, ('gust', 'sort'): 639.248, ('gust', 'reduce'): 639.291, ('gust', 'final'): 639.347, ('gust', 'pack'): 639.365, ('gust', 'd2h'): 639.381, ('merge', 'start'): 639.47, ('merge', 'h2d'): 639.538, ('merge', 'count'): 639.57, ('merge', 'scan'): 639.605, ('merge', 'expand'): 639.853, ('merge', 'merge'): 656.462, ('merge', 'final'): 656.508, ('merge', 'compact'): 656.534, ('merge', 'pack'): 656.552, ('merge', 'd2h'): 656.568, ('mrg2', 'start'): 656.661, ('mrg2', 'h2d'): 656.731, ('mrg2', 'count'): 656.762, ('mrg2', 'scan'): 656.797, ('mrg2', 'merge'): 658.049, ('mrg2', 'final'): 658.087, ('mrg2', 'compact'): 658.112, ('mrg2', 'pack'): 658.13, ('mrg2', 'd2h'): 658.147}",0.0710559543222189
Highly sparse,bp_1400,822,4790,0.7089112662132002,23154,23154,23154,23154,0.0,,0.05200000000002092,0.15699999999992542,0.04600000000004911,0.029999999999972715,0.25499999999999545,0.443,,,,,0.5,17.491,1.51,,"{('cu', 'start'): 623.928, ('cu', 'h2dmalloc'): 623.994, ('cu', 'h2d'): 624.009, ('cu', 'workest'): 624.061, ('cu', 'compute'): 624.218, ('cu', 'copy'): 624.264, ('cu', 'pack'): 624.278, ('cu', 'd2h'): 624.308, ('gust', 'start'): 624.383, ('gust', 'h2d'): 624.459, ('gust', 'count'): 624.488, ('gust', 'scan'): 624.521, ('gust', 'expand'): 624.57, ('gust', 'sort'): 624.692, ('gust', 'reduce'): 624.728, ('gust', 'final'): 624.782, ('gust', 'pack'): 624.796, ('gust', 'd2h'): 624.81, ('merge', 'start'): 624.893, ('merge', 'h2d'): 624.966, ('merge', 'count'): 624.995, ('merge', 'scan'): 625.026, ('merge', 'expand'): 625.27, ('merge', 'merge'): 642.228, ('merge', 'final'): 642.263, ('merge', 'compact'): 642.283, ('merge', 'pack'): 642.296, ('merge', 'd2h'): 642.31, ('mrg2', 'start'): 642.392, ('mrg2', 'h2d'): 642.466, ('mrg2', 'count'): 642.495, ('mrg2', 'scan'): 642.526, ('mrg2', 'merge'): 643.75, ('mrg2', 'final'): 643.782, ('mrg2', 'compact'): 643.803, ('mrg2', 'pack'): 643.816, ('mrg2', 'd2h'): 643.83}",0.0921490136533975
Highly sparse,bp_1200,822,4726,0.6994393829068026,22313,22313,22313,22313,0.0,,0.05199999999990723,0.17000000000007276,0.047000000000025466,0.03099999999994907,0.26900000000000546,0.441,,,,,0.482,17.724,1.518,,"{('cu', 'start'): 631.521, ('cu', 'h2dmalloc'): 631.572, ('cu', 'h2d'): 631.585, ('cu', 'workest'): 631.637, ('cu', 'compute'): 631.807, ('cu', 'copy'): 631.854, ('cu', 'pack'): 631.874, ('cu', 'd2h'): 631.905, ('gust', 'start'): 631.972, ('gust', 'h2d'): 632.034, ('gust', 'count'): 632.062, ('gust', 'scan'): 632.096, ('gust', 'expand'): 632.146, ('gust', 'sort'): 632.269, ('gust', 'reduce'): 632.304, ('gust', 'final'): 632.356, ('gust', 'pack'): 632.372, ('gust', 'd2h'): 632.388, ('merge', 'start'): 632.463, ('merge', 'h2d'): 632.523, ('merge', 'count'): 632.552, ('merge', 'scan'): 632.584, ('merge', 'expand'): 632.828, ('merge', 'merge'): 650.034, ('merge', 'final'): 650.07, ('merge', 'compact'): 650.093, ('merge', 'pack'): 650.108, ('merge', 'd2h'): 650.124, ('mrg2', 'start'): 650.196, ('mrg2', 'h2d'): 650.255, ('mrg2', 'count'): 650.283, ('mrg2', 'scan'): 650.315, ('mrg2', 'merge'): 651.565, ('mrg2', 'final'): 651.596, ('mrg2', 'compact'): 651.617, ('mrg2', 'pack'): 651.633, ('mrg2', 'd2h'): 651.649}",0.0800549751147627
Highly sparse,685_bus,685,3249,0.6924183494059353,9337,9337,9337,9337,0.0,,0.04899999999997817,0.14599999999995816,0.04500000000007276,0.028999999999996362,0.2400000000000091,0.411,,,,,0.417,0.354,0.29,,"{('cu', 'start'): 566.725, ('cu', 'h2dmalloc'): 566.779, ('cu', 'h2d'): 566.792, ('cu', 'workest'): 566.841, ('cu', 'compute'): 566.987, ('cu', 'copy'): 567.032, ('cu', 'pack'): 567.046, ('cu', 'd2h'): 567.075, ('gust', 'start'): 567.147, ('gust', 'h2d'): 567.207, ('gust', 'count'): 567.224, ('gust', 'scan'): 567.257, ('gust', 'expand'): 567.276, ('gust', 'sort'): 567.386, ('gust', 'reduce'): 567.421, ('gust', 'final'): 567.467, ('gust', 'pack'): 567.481, ('gust', 'd2h'): 567.494, ('merge', 'start'): 567.572, ('merge', 'h2d'): 567.631, ('merge', 'count'): 567.647, ('merge', 'scan'): 567.677, ('merge', 'expand'): 567.704, ('merge', 'merge'): 567.777, ('merge', 'final'): 567.809, ('merge', 'compact'): 567.831, ('merge', 'pack'): 567.845, ('merge', 'd2h'): 567.858, ('mrg2', 'start'): 567.934, ('mrg2', 'h2d'): 567.992, ('mrg2', 'count'): 568.008, ('mrg2', 'scan'): 568.038, ('mrg2', 'merge'): 568.078, ('mrg2', 'final'): 568.107, ('mrg2', 'compact'): 568.127, ('mrg2', 'pack'): 568.14, ('mrg2', 'd2h'): 568.152}",0.0861149746924638
Highly sparse,bp_1000,822,4661,0.6898195014237425,21373,21373,21373,21373,0.0,,0.049999999999954525,0.16200000000003456,0.04500000000007276,0.027000000000043656,0.25700000000006185,0.421,,,,,0.48,17.416,1.493,,"{('cu', 'start'): 643.097, ('cu', 'h2dmalloc'): 643.147, ('cu', 'h2d'): 643.159, ('cu', 'workest'): 643.209, ('cu', 'compute'): 643.371, ('cu', 'copy'): 643.416, ('cu', 'pack'): 643.43, ('cu', 'd2h'): 643.457, ('gust', 'start'): 643.528, ('gust', 'h2d'): 643.592, ('gust', 'count'): 643.62, ('gust', 'scan'): 643.653, ('gust', 'expand'): 643.707, ('gust', 'sort'): 643.827, ('gust', 'reduce'): 643.862, ('gust', 'final'): 643.91, ('gust', 'pack'): 643.923, ('gust', 'd2h'): 643.938, ('merge', 'start'): 644.017, ('merge', 'h2d'): 644.077, ('merge', 'count'): 644.105, ('merge', 'scan'): 644.135, ('merge', 'expand'): 644.374, ('merge', 'merge'): 661.259, ('merge', 'final'): 661.304, ('merge', 'compact'): 661.325, ('merge', 'pack'): 661.338, ('merge', 'd2h'): 661.352, ('mrg2', 'start'): 661.444, ('mrg2', 'h2d'): 661.511, ('mrg2', 'count'): 661.54, ('mrg2', 'scan'): 661.569, ('mrg2', 'merge'): 662.788, ('mrg2', 'final'): 662.82, ('mrg2', 'compact'): 662.839, ('mrg2', 'pack'): 662.852, ('mrg2', 'd2h'): 662.866}",0.0802139984443783
